index,L,R,P_high,t1,t2,t3,t4,t5
0,9.57,0.45,12,0.00099687,0.00099678,0.0009967,0.00099662,0.00099655
2,2.26,0.42,10,0.00098462,0.0009845,0.00098438,0.00098426,0.00098414
1,8.43,0.35,11,0.00099606,0.00099596,0.00099588,0.00099581,0.00099574
224,5.29,0.26,14,0.00099285,0.00099277,0.00099269,0.00099261,0.00099253
406,2.95,0.21,8,0.00098484,0.0009847,0.00098455,0.00098441,0.00098426
428,5.53,0.42,11,0.00099271,0.00099261,0.00099252,0.00099243,0.00099234
422,9.91,0.24,20,0.00099661,0.00099657,0.00099651,0.00099645,0.0009964
470,8.26,0.49,9,0.00099599,0.00099589,0.00099581,0.00099574,0.00099567
612,8.64,0.18,6,0.00099582,0.0009957,0.00099561,0.00099552,0.00099543
648,7.05,0.12,8,0.00099464,0.00099455,0.00099446,0.00099438,0.00099428
614,6.29,0.22,7,0.00099337,0.00099327,0.00099316,0.00099305,0.00099294
814,3.6,0.42,15,0.00099088,0.0009908,0.00099072,0.00099064,0.00099056
649,4.06,0.35,5,0.0009862,0.00098596,0.00098573,0.0009855,0.00098529
12,3.51,0.39,17,0.00099148,0.00099141,0.00099133,0.00099126,0.00099118
34,7.87,0.4,10,0.00099558,0.00099549,0.00099541,0.00099534,0.00099526
212,9.3,0.33,14,0.00099652,0.00099644,0.00099637,0.0009963,0.00099623
218,7.85,0.42,13,0.00099546,0.00099538,0.0009953,0.00099523,0.00099516
848,4.63,0.1,8,0.00099025,0.00099012,0.00098999,0.00098987,0.00098974
474,4.31,0.13,12,0.00099092,0.00099082,0.00099073,0.00099064,0.00099054
30,1.72,0.3,18,0.00098961,0.00098953,0.00098946,0.00098938,0.00098931
458,7.34,0.47,15,0.00099502,0.00099495,0.00099488,0.00099481,0.00099474
78,6.45,0.4,12,0.00099401,0.00099393,0.00099385,0.00099377,0.00099369
842,9.73,0.39,12,0.00099697,0.00099689,0.0009968,0.00099672,0.00099666
24,5.88,0.12,13,0.00099342,0.00099334,0.00099326,0.00099317,0.00099309
256,4.23,0.24,5,0.00098684,0.0009866,0.00098638,0.00098616,0.00098595
248,5.51,0.33,18,0.00099373,0.00099367,0.0009936,0.00099354,0.00099347
226,4.13,0.42,5,0.00098646,0.00098623,0.000986,0.00098578,0.00098556
58,9.73,0.25,8,0.00099715,0.00099703,0.00099693,0.00099686,0.0009968
62,1.53,0.21,19,0.00098989,0.00098982,0.00098975,0.00098968,0.0009896
618,7.54,0.21,20,0.00099537,0.00099532,0.00099526,0.0009952,0.00099515
232,3.77,0.45,20,0.00099259,0.00099253,0.00099247,0.0009924,0.00099234
616,8.22,0.42,15,0.00099572,0.00099565,0.00099558,0.00099551,0.00099544
38,5.81,0.29,8,0.00099274,0.00099263,0.00099253,0.00099242,0.00099231
878,9.64,0.47,7,0.00099693,0.0009968,0.00099671,0.00099664,0.00099657
828,7.94,0.22,10,0.00099565,0.00099556,0.00099548,0.0009954,0.00099533
14,5.23,0.19,16,0.00099314,0.00099306,0.00099299,0.00099292,0.00099284
414,9.81,0.49,5,0.0009961,0.00099594,0.0009958,0.00099566,0.00099552
876,7.84,0.38,13,0.00099545,0.00099537,0.0009953,0.00099522,0.00099515
636,3.87,0.46,13,0.00099051,0.00099042,0.00099034,0.00099024,0.00099015
39,4.52,0.42,5,0.00098793,0.00098771,0.0009875,0.00098729,0.00098708
617,2.04,0.35,11,0.00098509,0.00098498,0.00098487,0.00098476,0.00098464
446,9.2,0.14,17,0.00099632,0.00099625,0.00099619,0.00099613,0.00099607
246,6.27,0.11,8,0.00099352,0.00099342,0.00099332,0.00099322,0.00099312
656,8.56,0.26,15,0.00099597,0.00099589,0.00099582,0.00099576,0.00099569
832,1.12,0.44,14,0.00098574,0.00098565,0.00098555,0.00098546,0.00098536
448,7.25,0.17,12,0.00099491,0.00099482,0.00099475,0.00099467,0.00099459
450,4.9,0.14,8,0.00099086,0.00099074,0.00099062,0.00099049,0.00099037
220,5.57,0.11,15,0.00099334,0.00099327,0.00099319,0.00099312,0.00099304
247,2.61,0.5,15,0.00098937,0.00098928,0.0009892,0.00098911,0.00098903
830,1.16,0.41,17,0.00098821,0.00098813,0.00098805,0.00098797,0.00098789
666,1.33,0.11,19,0.00098957,0.0009895,0.00098943,0.00098936,0.00098929
852,3.11,0.23,10,0.00098726,0.00098715,0.00098703,0.00098691,0.0009868
216,5.7,0.13,6,0.00099193,0.00099178,0.00099165,0.00099151,0.00099137
404,1.02,0.46,6,0.00096754,0.00096731,0.0009671,0.00096688,0.00096666
6,6.92,0.48,7,0.0009943,0.0009942,0.00099411,0.00099401,0.00099391
434,4.09,0.16,16,0.00099186,0.00099178,0.00099171,0.00099163,0.00099155
604,7.92,0.45,11,0.00099559,0.0009955,0.00099542,0.00099535,0.00099528
808,4.12,0.48,5,0.00098643,0.00098619,0.00098596,0.00098574,0.00098552
280,6.46,0.46,15,0.00099423,0.00099416,0.00099409,0.00099401,0.00099394
815,5.6,0.47,7,0.00099214,0.00099201,0.00099189,0.00099177,0.00099165
678,6.31,0.16,10,0.00099373,0.00099364,0.00099355,0.00099346,0.00099337
244,4.74,0.29,5,0.00098861,0.0009884,0.00098819,0.00098799,0.00098779
646,4.51,0.22,11,0.00099098,0.00099089,0.00099079,0.00099069,0.00099058
843,6.17,0.44,9,0.00099347,0.00099337,0.00099328,0.00099318,0.00099308
257,9.94,0.45,9,0.00099732,0.0009972,0.0009971,0.00099703,0.00099696
640,6.29,0.11,17,0.00099426,0.0009942,0.00099413,0.00099406,0.000994
8,6.18,0.38,14,0.00099387,0.0009938,0.00099372,0.00099364,0.00099356
478,8.8,0.4,9,0.00099648,0.00099637,0.00099628,0.00099621,0.00099614
806,7.27,0.38,8,0.0009949,0.00099481,0.00099472,0.00099464,0.00099456
59,7.02,0.22,11,0.00099467,0.00099458,0.0009945,0.00099442,0.00099434
628,6.13,0.43,5,0.00099198,0.00099181,0.00099164,0.00099147,0.0009913
670,9.27,0.37,7,0.00099666,0.00099654,0.00099645,0.00099638,0.00099632
52,4.36,0.32,15,0.0009919,0.00099182,0.00099174,0.00099166,0.00099158
622,6.05,0.14,15,0.00099384,0.00099377,0.0009937,0.00099362,0.00099355
662,6.33,0.14,20,0.0009946,0.00099454,0.00099448,0.00099442,0.00099436
822,4.75,0.42,11,0.0009914,0.0009913,0.00099121,0.00099111,0.00099101
442,9.36,0.3,7,0.00099673,0.0009966,0.00099651,0.00099644,0.00099638
54,9.01,0.4,11,0.00099655,0.00099645,0.00099637,0.00099629,0.00099623
80,1.56,0.34,13,0.00098583,0.00098574,0.00098564,0.00098554,0.00098544
812,6.28,0.23,11,0.00099375,0.00099367,0.00099358,0.00099349,0.00099341
260,4.32,0.33,16,0.00099212,0.00099205,0.00099197,0.0009919,0.00099182
610,8.44,0.26,6,0.00099563,0.00099551,0.00099542,0.00099533,0.00099524
459,6.25,0.3,15,0.00099403,0.00099396,0.00099389,0.00099382,0.00099374
674,9.89,0.17,20,0.0009966,0.00099656,0.0009965,0.00099644,0.00099639
451,8.31,0.2,15,0.00099578,0.00099571,0.00099564,0.00099557,0.00099551
402,3.13,0.48,13,0.00098921,0.00098912,0.00098902,0.00098893,0.00098883
802,7.8,0.11,15,0.0009954,0.00099532,0.00099525,0.00099519,0.00099512
270,9.31,0.31,14,0.00099653,0.00099645,0.00099637,0.0009963,0.00099624
602,7.43,0.15,5,0.00099388,0.00099373,0.00099358,0.00099344,0.00099329
879,1.71,0.43,9,0.0009811,0.00098096,0.00098083,0.00098069,0.00098055
860,4.09,0.21,10,0.00098974,0.00098964,0.00098953,0.00098941,0.0009893
31,6.68,0.26,13,0.00099433,0.00099426,0.00099418,0.0009941,0.00099402
18,3.26,0.2,17,0.00099116,0.00099108,0.00099101,0.00099093,0.00099086
55,3.46,0.46,14,0.00099023,0.00099015,0.00099006,0.00098998,0.00098989
230,6.58,0.22,7,0.00099384,0.00099374,0.00099364,0.00099354,0.00099343
447,1.52,0.11,19,0.00098988,0.00098981,0.00098974,0.00098967,0.00098959
824,7.39,0.21,5,0.00099383,0.00099369,0.00099354,0.00099339,0.00099324
282,4.58,0.15,14,0.00099194,0.00099186,0.00099177,0.00099169,0.00099161
877,8.32,0.26,10,0.00099602,0.00099592,0.00099584,0.00099577,0.00099569
484,1.81,0.36,8,0.00097965,0.0009795,0.00097935,0.00097919,0.00097904
872,6.61,0.36,18,0.00099462,0.00099455,0.00099449,0.00099443,0.00099436
233,5.08,0.27,12,0.00099219,0.0009921,0.00099201,0.00099192,0.00099183
680,7.4,0.18,20,0.00099528,0.00099523,0.00099517,0.00099511,0.00099505
449,7.15,0.35,9,0.00099481,0.00099472,0.00099463,0.00099455,0.00099446
472,7.55,0.34,20,0.00099538,0.00099532,0.00099527,0.00099521,0.00099515
74,1.82,0.44,6,0.0009746,0.00097437,0.00097415,0.00097393,0.00097371
403,1.5,0.17,13,0.0009857,0.00098561,0.00098551,0.00098541,0.0009853
245,5.34,0.23,13,0.00099273,0.00099265,0.00099257,0.00099248,0.0009924
416,9.16,0.33,7,0.00099659,0.00099646,0.00099638,0.00099631,0.00099624
70,8.02,0.17,8,0.00099574,0.00099564,0.00099556,0.00099549,0.00099541
853,3.73,0.5,12,0.00098985,0.00098976,0.00098966,0.00098957,0.00098947
424,7.7,0.44,19,0.00099542,0.00099536,0.0009953,0.00099525,0.00099519
657,9.54,0.13,6,0.00099651,0.00099639,0.00099629,0.0009962,0.00099611
202,4.85,0.34,15,0.00099251,0.00099243,0.00099235,0.00099228,0.0009922
660,6.22,0.29,9,0.00099354,0.00099345,0.00099335,0.00099326,0.00099316
882,1.73,0.36,18,0.00098962,0.00098955,0.00098947,0.0009894,0.00098932
430,3.83,0.29,7,0.00098728,0.00098712,0.00098696,0.00098681,0.00098666
833,7.97,0.42,11,0.00099564,0.00099555,0.00099547,0.0009954,0.00099532
861,7.4,0.17,20,0.00099528,0.00099523,0.00099517,0.00099511,0.00099505
410,1.92,0.18,20,0.00099073,0.00099067,0.0009906,0.00099053,0.00099046
890,1.35,0.11,11,0.00098274,0.00098263,0.00098252,0.0009824,0.00098229
221,5.93,0.2,6,0.00099236,0.00099222,0.00099208,0.00099195,0.00099182
641,7.2,0.18,12,0.00099486,0.00099477,0.0009947,0.00099462,0.00099454
663,3.99,0.13,10,0.00098946,0.00098935,0.00098924,0.00098913,0.00098902
436,5.78,0.17,8,0.00099269,0.00099258,0.00099247,0.00099236,0.00099226
429,8.91,0.33,19,0.00099613,0.00099607,0.00099601,0.00099595,0.00099589
407,2.37,0.48,8,0.00098239,0.00098224,0.00098209,0.00098194,0.00098179
849,4.35,0.18,17,0.00099241,0.00099234,0.00099227,0.00099219,0.00099212
437,3.94,0.32,6,0.00098682,0.00098663,0.00098644,0.00098625,0.00098608
276,1.31,0.48,19,0.00098955,0.00098948,0.00098941,0.00098934,0.00098927
456,9.7,0.35,9,0.00099717,0.00099705,0.00099695,0.00099688,0.00099681
813,8.49,0.18,10,0.00099617,0.00099607,0.00099598,0.00099591,0.00099584
664,6.56,0.19,20,0.00099476,0.0009947,0.00099464,0.00099458,0.00099452
466,6.75,0.47,14,0.00099445,0.00099438,0.0009943,0.00099423,0.00099415
86,5.58,0.36,14,0.0009932,0.00099313,0.00099305,0.00099297,0.00099289
15,8.83,0.13,9,0.0009965,0.00099639,0.0009963,0.00099623,0.00099617
803,8.25,0.39,15,0.00099574,0.00099567,0.0009956,0.00099553,0.00099547
87,4.25,0.42,14,0.00099146,0.00099138,0.0009913,0.00099121,0.00099113
603,3.11,0.14,18,0.00099135,0.00099128,0.0009912,0.00099113,0.00099106
19,4.3,0.17,11,0.00099056,0.00099046,0.00099036,0.00099026,0.00099015
283,6.09,0.14,7,0.00099306,0.00099295,0.00099283,0.00099272,0.00099261
219,2.84,0.47,19,0.00099138,0.00099131,0.00099124,0.00099117,0.0009911
435,4.87,0.3,19,0.00099334,0.00099327,0.00099321,0.00099315,0.00099308
290,1.02,0.48,15,0.00098648,0.0009864,0.00098631,0.00098622,0.00098614
488,2.18,0.18,5,0.00097438,0.00097408,0.00097379,0.00097352,0.00097325
600,7.7,0.16,10,0.00099542,0.00099533,0.00099525,0.00099517,0.00099509
473,3.01,0.46,10,0.000987,0.00098688,0.00098676,0.00098665,0.00098653
291,2.26,0.19,11,0.00098568,0.00098557,0.00098546,0.00098535,0.00098524
75,6.76,0.31,15,0.00099451,0.00099444,0.00099437,0.0009943,0.00099423
498,7.47,0.19,15,0.00099512,0.00099505,0.00099498,0.00099492,0.00099485
286,7.38,0.14,8,0.00099502,0.00099493,0.00099485,0.00099477,0.00099468
637,6.22,0.43,11,0.00099368,0.00099359,0.0009935,0.00099342,0.00099333
71,2.89,0.26,13,0.0009887,0.00098861,0.00098852,0.00098842,0.00098833
634,3.57,0.31,15,0.00099084,0.00099076,0.00099068,0.0009906,0.00099052
222,6.42,0.22,5,0.00099246,0.00099229,0.00099212,0.00099196,0.0009918
490,9.02,0.38,6,0.00099613,0.00099601,0.00099592,0.00099583,0.00099574
496,1.37,0.16,19,0.00098961,0.00098955,0.00098947,0.0009894,0.00098933
457,6.93,0.2,10,0.00099454,0.00099445,0.00099437,0.00099428,0.0009942
88,6.63,0.44,20,0.0009948,0.00099474,0.00099469,0.00099463,0.00099457
217,8.55,0.25,18,0.00099592,0.00099586,0.0009958,0.00099574,0.00099568
284,8.53,0.39,8,0.00099623,0.00099612,0.00099603,0.00099596,0.00099589
96,1.24,0.18,11,0.00098242,0.00098231,0.0009822,0.00098208,0.00098197
500,8.49,0.14,10,0.00099617,0.00099607,0.00099598,0.00099591,0.00099584
281,8.56,0.48,6,0.00099575,0.00099564,0.00099555,0.00099546,0.00099537
491,1.48,0.5,17,0.00098861,0.00098854,0.00098846,0.00098838,0.0009883
261,9.49,0.15,9,0.00099701,0.00099689,0.0009968,0.00099673,0.00099666
601,7.25,0.38,19,0.00099513,0.00099507,0.00099501,0.00099495,0.00099489
884,9.38,0.39,5,0.00099577,0.00099561,0.00099547,0.00099533,0.00099519
489,6.62,0.29,15,0.00099439,0.00099432,0.00099425,0.00099418,0.0009941
296,3.03,0.35,7,0.00098414,0.00098397,0.0009838,0.00098364,0.00098347
417,8.36,0.38,10,0.00099605,0.00099595,0.00099587,0.0009958,0.00099573
898,3.34,0.43,6,0.00098424,0.00098403,0.00098383,0.00098363,0.00098345
899,5.71,0.28,14,0.00099335,0.00099327,0.00099319,0.00099312,0.00099304
485,2.98,0.41,19,0.00099151,0.00099145,0.00099138,0.00099131,0.00099124
896,5.16,0.39,20,0.00099375,0.00099369,0.00099363,0.00099357,0.00099351
97,4.63,0.44,20,0.00099334,0.00099327,0.00099321,0.00099315,0.00099308
897,1.77,0.16,8,0.00097946,0.00097931,0.00097916,0.000979,0.00097885
298,9.6,0.13,15,0.00099665,0.00099658,0.0009965,0.00099644,0.00099637
606,9.71,0.5,6,0.00099662,0.00099649,0.00099639,0.00099631,0.00099622
508,4.81,0.35,18,0.00099309,0.00099303,0.00099296,0.00099289,0.00099282
76,5.86,0.25,6,0.00099223,0.00099209,0.00099195,0.00099182,0.00099169
26,4.89,0.45,7,0.00099048,0.00099034,0.0009902,0.00099007,0.00098994
287,1.82,0.2,15,0.00098795,0.00098787,0.00098778,0.00098769,0.00098761
452,8.01,0.42,19,0.00099562,0.00099556,0.0009955,0.00099544,0.00099538
885,8.39,0.34,17,0.00099582,0.00099575,0.00099569,0.00099562,0.00099556
891,4.79,0.24,8,0.00099061,0.00099049,0.00099037,0.00099024,0.00099012
844,7.23,0.32,18,0.00099506,0.000995,0.00099494,0.00099488,0.00099481
506,5.1,0.2,15,0.00099281,0.00099274,0.00099266,0.00099259,0.00099251
644,3.49,0.1,15,0.00099069,0.00099061,0.00099053,0.00099045,0.00099036
242,5.31,0.45,9,0.00099198,0.00099188,0.00099177,0.00099166,0.00099156
66,2.92,0.47,7,0.00098351,0.00098334,0.00098318,0.00098301,0.00098284
902,8.33,0.5,13,0.00099587,0.00099578,0.00099571,0.00099564,0.00099557
274,2.37,0.48,20,0.00099123,0.00099116,0.0009911,0.00099103,0.00099096
254,2.99,0.33,10,0.00098684,0.00098673,0.00098661,0.0009865,0.00098638
638,3.02,0.23,8,0.00098523,0.00098508,0.00098494,0.00098479,0.00098465
50,3.95,0.14,15,0.00099134,0.00099127,0.00099119,0.00099111,0.00099102
3,4.69,0.22,18,0.00099299,0.00099292,0.00099285,0.00099278,0.00099271
507,6.54,0.49,19,0.00099465,0.00099459,0.00099453,0.00099447,0.00099441
668,4.76,0.33,19,0.00099325,0.00099318,0.00099312,0.00099305,0.00099299
856,1,0.12,11,0.00098172,0.0009816,0.00098149,0.00098137,0.00098125
669,4.23,0.32,7,0.00098864,0.00098848,0.00098833,0.00098819,0.00098804
225,1.03,0.36,11,0.00098181,0.00098169,0.00098158,0.00098146,0.00098134
682,8.08,0.41,5,0.00099463,0.00099448,0.00099434,0.00099419,0.00099405
845,4.83,0.42,11,0.00099154,0.00099144,0.00099134,0.00099125,0.00099115
299,9.29,0.3,7,0.00099668,0.00099655,0.00099647,0.0009964,0.00099633
214,7.56,0.32,14,0.0009952,0.00099513,0.00099505,0.00099498,0.00099491
268,9.75,0.27,5,0.00099606,0.0009959,0.00099576,0.00099561,0.00099547
453,4.52,0.4,20,0.00099325,0.00099319,0.00099312,0.00099306,0.000993
243,2.66,0.31,12,0.00098759,0.00098749,0.00098739,0.00098728,0.00098718
510,1.71,0.39,5,0.00096972,0.00096941,0.00096911,0.00096883,0.00096855
870,3.62,0.14,13,0.00099011,0.00099002,0.00098993,0.00098983,0.00098974
645,5.85,0.32,6,0.00099221,0.00099207,0.00099193,0.0009918,0.00099167
698,8.09,0.43,16,0.00099562,0.00099555,0.00099548,0.00099542,0.00099535
647,8.27,0.35,7,0.00099583,0.00099572,0.00099564,0.00099557,0.00099549
696,1.73,0.12,19,0.00099011,0.00099004,0.00098997,0.00098989,0.00098982
681,3.26,0.18,15,0.00099037,0.00099029,0.00099021,0.00099013,0.00099004
908,5.69,0.33,8,0.00099253,0.00099242,0.00099231,0.0009922,0.00099209
825,6.64,0.35,14,0.00099435,0.00099427,0.0009942,0.00099412,0.00099405
67,3.02,0.41,19,0.00099159,0.00099153,0.00099146,0.00099139,0.00099132
683,6.64,0.37,13,0.00099429,0.00099421,0.00099414,0.00099406,0.00099398
269,5.94,0.45,14,0.0009936,0.00099352,0.00099345,0.00099337,0.00099329
512,2.47,0.1,13,0.00098781,0.00098772,0.00098763,0.00098753,0.00098744
81,2.87,0.4,9,0.0009856,0.00098548,0.00098535,0.00098522,0.00098509
704,2.01,0.39,6,0.00097626,0.00097605,0.00097583,0.00097561,0.0009754
255,5.58,0.3,6,0.00099169,0.00099154,0.0009914,0.00099126,0.00099112
846,7.19,0.44,8,0.00099481,0.00099472,0.00099463,0.00099455,0.00099446
443,6.98,0.39,5,0.0009933,0.00099314,0.00099299,0.00099283,0.00099268
675,4.9,0.36,16,0.00099278,0.0009927,0.00099263,0.00099256,0.00099248
903,4.48,0.18,10,0.00099055,0.00099045,0.00099034,0.00099024,0.00099013
308,2.55,0.1,13,0.00098806,0.00098797,0.00098787,0.00098778,0.00098768
306,6.7,0.12,5,0.00099292,0.00099276,0.0009926,0.00099244,0.00099228
431,2.66,0.2,13,0.00098827,0.00098818,0.00098809,0.00098799,0.00098789
700,6.74,0.25,16,0.00099456,0.00099449,0.00099443,0.00099436,0.00099429
234,6.53,0.29,10,0.00099405,0.00099396,0.00099387,0.00099378,0.00099369
909,4.17,0.42,14,0.00099135,0.00099127,0.00099119,0.0009911,0.00099102
866,9.92,0.45,13,0.00099699,0.00099692,0.00099684,0.00099676,0.0009967
706,8.71,0.17,13,0.00099617,0.00099608,0.00099601,0.00099594,0.00099587
665,2.67,0.35,12,0.00098761,0.00098751,0.00098741,0.00098731,0.0009872
888,2.79,0.28,8,0.00098424,0.0009841,0.00098395,0.00098381,0.00098366
611,4.01,0.13,5,0.000986,0.00098576,0.00098553,0.0009853,0.00098508
464,4.98,0.14,9,0.00099131,0.0009912,0.00099109,0.00099098,0.00099087
807,4,0.3,20,0.00099281,0.00099275,0.00099268,0.00099262,0.00099255
240,8.22,0.15,12,0.00099582,0.00099574,0.00099566,0.00099559,0.00099552
847,3.83,0.37,6,0.00098641,0.00098621,0.00098602,0.00098584,0.00098566
444,6.59,0.24,8,0.00099402,0.00099392,0.00099383,0.00099373,0.00099363
480,1.48,0.19,6,0.00097151,0.00097127,0.00097103,0.0009708,0.00097056
312,7.35,0.49,17,0.0009951,0.00099503,0.00099497,0.0009949,0.00099484
445,8.81,0.4,7,0.0009963,0.00099619,0.0009961,0.00099603,0.00099596
277,9.43,0.18,10,0.00099693,0.00099682,0.00099673,0.00099665,0.00099659
425,9.08,0.16,15,0.00099632,0.00099625,0.00099618,0.00099611,0.00099605
889,4.28,0.41,18,0.00099258,0.00099252,0.00099245,0.00099238,0.00099231
46,1.09,0.28,15,0.0009866,0.00098651,0.00098642,0.00098633,0.00098624
520,9.11,0.39,12,0.00099655,0.00099645,0.00099637,0.0009963,0.00099623
894,4.28,0.39,18,0.00099258,0.00099252,0.00099245,0.00099238,0.00099231
916,1.79,0.41,18,0.00098969,0.00098962,0.00098954,0.00098947,0.00098939
235,2.8,0.22,18,0.00099097,0.0009909,0.00099083,0.00099075,0.00099068
823,3.65,0.32,10,0.00098869,0.00098857,0.00098846,0.00098835,0.00098823
516,6.16,0.23,18,0.00099427,0.0009942,0.00099414,0.00099407,0.00099401
94,3.62,0.3,20,0.00099247,0.0009924,0.00099234,0.00099227,0.00099221
252,2.84,0.11,7,0.00098316,0.00098299,0.00098282,0.00098265,0.00098248
707,8.06,0.31,11,0.00099574,0.00099565,0.00099557,0.00099549,0.00099542
892,4.47,0.47,14,0.00099176,0.00099168,0.0009916,0.00099151,0.00099143
629,7.56,0.27,5,0.00099406,0.00099392,0.00099377,0.00099362,0.00099347
886,3.79,0.11,7,0.00098715,0.00098699,0.00098683,0.00098667,0.00098652
204,1.2,0.39,11,0.00098231,0.00098219,0.00098208,0.00098197,0.00098185
