,index,results
88,662.pickle,"2.67, 0.19, 19, 0.00099121, 0.00099049, 0.00098974, 0.000989  , 0.00098824,       0.00099687, 0.08502349, 0.23704862, 0.29341527, 0.31518679,       0.32393822, 0.32750936, 0.32897436, 0.32957647, 0.32982409,       0.32992598, 0.32996791, 0.32998519, 0.32999231"
89,624.pickle,"2.35, 0.3, 9, 0.0009837 , 0.00098236, 0.00098102, 0.00097971, 0.00097842,       0.00097713, 0.00097583, 0.00097451, 0.00097317, 0.00097179,       0.00097038, 0.00096896, 0.00097887, 0.00528797, 0.12668885,       0.2433892 , 0.29281241, 0.31378392, 0.32287566"
90,804.pickle,"2.22, 0.12, 9, 0.00098324, 0.00098189, 0.00098052, 0.00097919, 0.00097788,       0.00097657, 0.00097525, 0.0009739 , 0.00097253, 0.00097112,       0.00096969, 0.0009719 , 0.00319809, 0.10408685, 0.23315394,       0.28858001, 0.31198365, 0.32209871, 0.32651948"
91,676.pickle,"2.92, 0.24, 19, 0.00099146, 0.00099075, 0.00099001, 0.00098928, 0.00098854,       0.00098778, 0.00135498, 0.13921704, 0.25747467, 0.30113767,       0.31825786, 0.32518361, 0.3280177 , 0.32918214, 0.32966128,       0.32985855, 0.3299398 , 0.32997329, 0.3299871 "
92,473.pickle,"1.25, 0.19, 18, 0.00098894, 0.00099276, 0.05452223, 0.22288669, 0.2881028 ,       0.31309284, 0.32309765, 0.32717124, 0.32883927, 0.3295234 ,       0.32980407, 0.3299192 , 0.32996642, 0.32998577, 0.3299937 ,       0.32999696, 0.3299983 , 0.32999885, 0.32999908"
93,457.pickle,"1.26, 0.26, 20, 0.00099   , 0.00136006, 0.14202312, 0.25949941, 0.30225491,       0.31883798, 0.32547528, 0.32816148, 0.32925242, 0.32969586,       0.32987609, 0.32994932, 0.32997907, 0.32999115, 0.32999606,       0.32999805, 0.32999886, 0.3299992 , 0.32999934"
94,410.pickle,"2.47, 0.17, 7, 0.00098123, 0.00097953, 0.00097794, 0.00097643, 0.00097495,       0.00097349, 0.00097203, 0.00097055, 0.00096905, 0.00096752,       0.00096597, 0.00096438, 0.00096275, 0.00096109, 0.00095939,       0.00095766, 0.00095591, 0.0009588 , 0.00170487"
95,482.pickle,"1.06, 0.12, 17, 0.00098808, 0.00145263, 0.13526263, 0.25577952, 0.30049575,       0.31801664, 0.32509621, 0.32798857, 0.32917437, 0.32966092,       0.32986056, 0.32994244, 0.32997601, 0.32998978, 0.32999542,       0.32999773, 0.32999868, 0.32999908, 0.32999924"
96,261.pickle,"2.53, 0.26, 20, 0.00099143, 0.00099073, 0.00099001, 0.00098929, 0.00098896,       0.04765791, 0.22165476, 0.28789893, 0.3130798 , 0.32311338,       0.3271841 , 0.32884613, 0.32952617, 0.32980464, 0.3299187 ,       0.32996542, 0.32998457, 0.32999243, 0.32999566"
97,253.pickle,"2.79, 0.12, 19, 0.00099133, 0.00099061, 0.00098987, 0.00098913, 0.00098839,       0.00098771, 0.01595864, 0.19905516, 0.27930811, 0.30961186,       0.32167499, 0.32658147, 0.32859254, 0.32941906, 0.32975909,       0.32989904, 0.32995667, 0.32998041, 0.3299902 "
98,640.pickle,"2.31, 0.21, 7, 0.00098042, 0.0009787 , 0.00097708, 0.00097553, 0.00097402,       0.00097252, 0.00097101, 0.00096949, 0.00096795, 0.00096637,       0.00096476, 0.00096312, 0.00096145, 0.00095973, 0.00095799,       0.00095632, 0.00098061, 0.00421331, 0.08774563"
99,15.pickle,"2.05, 0.25, 6, 0.00097654, 0.00097447, 0.0009726 , 0.00097081, 0.00096908,       0.00096737, 0.00096565, 0.00096392, 0.00096216, 0.00096037,       0.00095855, 0.0009567 , 0.0009548 , 0.00095287, 0.0009509 ,       0.0009489 , 0.00094911, 0.00124433, 0.01352833"
100,255.pickle,"2.03, 0.13, 8, 0.00098091, 0.00097937, 0.00097786, 0.00097638, 0.00097493,       0.00097348, 0.00097201, 0.00097053, 0.00096901, 0.00096747,       0.00096589, 0.00096468, 0.00120563, 0.02919649, 0.18272637,       0.26661537, 0.30227487, 0.31773684, 0.32454544"
101,232.pickle,"2.51, 0.19, 14, 0.00098863, 0.00098771, 0.00098675, 0.00098581, 0.00098487,       0.00098392, 0.00098295, 0.00098231, 0.00683974, 0.1716279 ,       0.26715689, 0.30420023, 0.31923421, 0.32547838, 0.32809465,       0.32919445, 0.3296574 , 0.32985244, 0.32993467"
102,2.pickle,"2.76, 0.18, 5, 0.000979  , 0.00097653, 0.00097456, 0.0009728 , 0.00097116,       0.00096956, 0.000968  , 0.00096643, 0.00096486, 0.00096326,       0.00096164, 0.00095998, 0.0009583 , 0.00095657, 0.00095481,       0.00095301, 0.00095117, 0.00094929, 0.00094737"
103,211.pickle,"2.81, 0.12, 20, 0.00099169, 0.000991  , 0.00099029, 0.00098958, 0.00098886,       0.00100296, 0.09708092, 0.24237088, 0.29556054, 0.31608893,       0.32432372, 0.32767484, 0.32904545, 0.32960702, 0.32983727,       0.3299317 , 0.32997043, 0.32998634, 0.32999288"
104,810.pickle,"2.31, 0.24, 8, 0.00098214, 0.00098064, 0.00097917, 0.00097774, 0.00097635,       0.00097496, 0.00097356, 0.00097214, 0.0009707 , 0.00096922,       0.00096772, 0.00096618, 0.0009646 , 0.0009634 , 0.00113077,       0.01942869, 0.16803693, 0.26006714, 0.29938535"
105,415.pickle,"2.37, 0.17, 20, 0.00099123, 0.00099053, 0.00098981, 0.00098907, 0.00123807,       0.13727385, 0.25723782, 0.30118646, 0.31832954, 0.32523423,       0.32804783, 0.32919894, 0.32967052, 0.3298638 , 0.32994302,       0.32997551, 0.32998884, 0.32999432, 0.32999657"
106,214.pickle,"2.35, 0.16, 7, 0.00098062, 0.00097891, 0.0009773 , 0.00097576, 0.00097425,       0.00097276, 0.00097127, 0.00096976, 0.00096823, 0.00096666,       0.00096507, 0.00096344, 0.00096178, 0.00096008, 0.00095834,       0.00095659, 0.00095926, 0.00176031, 0.03648923"
107,678.pickle,"2.56, 0.21, 17, 0.00099028, 0.00098949, 0.00098867, 0.00098786, 0.00098703,       0.0009862 , 0.00192567, 0.14847877, 0.26004503, 0.30188725,       0.31847204, 0.32523679, 0.32802552, 0.3291795 , 0.32965768,       0.32985595, 0.3299382 , 0.32997235, 0.32998653"
108,56.pickle,"2.96, 0.2, 15, 0.00098988, 0.00098903, 0.00098816, 0.00098729, 0.00098643,       0.00098555, 0.00098466, 0.00098375, 0.00098329, 0.00802933,       0.17672904, 0.2694733 , 0.30524302, 0.31970852, 0.32569406,       0.32819217, 0.3292381 , 0.32967663, 0.32986063"
109,411.pickle,"1.43, 0.18, 13, 0.00098535, 0.00098434, 0.00098325, 0.00098341, 0.00417025,       0.14304214, 0.25463491, 0.29881297, 0.31686715, 0.32443172,       0.32763244, 0.32899157, 0.32956949, 0.32981537, 0.32992002,       0.32996459, 0.32998358, 0.32999168, 0.32999515"
110,650.pickle,"2.57, 0.11, 15, 0.00098931, 0.00098843, 0.00098753, 0.00098664, 0.00098575,       0.00098484, 0.00098392, 0.00105   , 0.08675444, 0.23430874,       0.29152072, 0.31412741, 0.32338622, 0.32723251, 0.32883866,       0.32951069, 0.32979212, 0.32991006, 0.32995952"
111,64.pickle,"2.94, 0.22, 16, 0.00099031, 0.0009895 , 0.00098867, 0.00098784, 0.00098701,       0.00098617, 0.00098531, 0.00098447, 0.00294994, 0.15508539,       0.26183119, 0.30238556, 0.31859988, 0.32525892, 0.32802138,       0.32917157, 0.32965117, 0.32985128, 0.32993486"
112,412.pickle,"2.54, 0.18, 14, 0.00098868, 0.00098776, 0.00098681, 0.00098587, 0.00098493,       0.00098398, 0.00098301, 0.00098212, 0.00336088, 0.15205565,       0.25963043, 0.30120046, 0.31799651, 0.32496063, 0.32787691,       0.32910265, 0.32961861, 0.329836  , 0.32992765"
113,671.pickle,"1.9, 0.15, 20, 0.00099072, 0.00099001, 0.00098928, 0.00590645, 0.18318972,       0.27384246, 0.30759013, 0.32090374, 0.32628561, 0.32847996,       0.32937718, 0.32974434, 0.32989461, 0.32995612, 0.32998129,       0.32999159, 0.32999581, 0.32999756, 0.32999828"
114,238.pickle,"3.24, 0.18, 5, 0.0009821 , 0.00097977, 0.00097793, 0.00097631, 0.00097483,       0.00097341, 0.00097202, 0.00097065, 0.00096927, 0.00096788,       0.00096646, 0.00096502, 0.00096354, 0.00096204, 0.0009605 ,       0.00095892, 0.00095731, 0.00095565, 0.00095397"
115,18.pickle,"2.86, 0.2, 14, 0.00098922, 0.00098831, 0.00098738, 0.00098647, 0.00098556,       0.00098464, 0.0009837 , 0.00098274, 0.00098177, 0.00115345,       0.09111576, 0.2348446 , 0.29139678, 0.31395771, 0.32326751,       0.32716208, 0.32879962, 0.32948956, 0.32978056"
116,490.pickle,"1.4, 0.19, 14, 0.00098626, 0.0009853 , 0.00098429, 0.00113431, 0.07468187,       0.22650493, 0.28803284, 0.31255737, 0.32267803, 0.326915  ,       0.32869795, 0.32944957, 0.32976662, 0.3299004 , 0.32995686,       0.32998069, 0.32999076, 0.32999503, 0.32999684"
117,654.pickle,"2.84, 0.28, 16, 0.00099018, 0.00098937, 0.00098853, 0.00098769, 0.00098686,       0.00098601, 0.00098514, 0.00098624, 0.02991407, 0.20572811,       0.28086652, 0.30992638, 0.32168756, 0.32653937, 0.32855493,       0.32939441, 0.32974442, 0.32989045, 0.32995142"
118,478.pickle,"3.11, 0.27, 20, 0.00099199, 0.00099131, 0.00099062, 0.00098992, 0.00098921,       0.0009885 , 0.00115368, 0.13615325, 0.25695477, 0.30109719,       0.31829822, 0.32522211, 0.32804239, 0.32919598, 0.32966852,       0.32986221, 0.32994163, 0.32997421, 0.32998759"
119,34.pickle,"3.01, 0.28, 17, 0.00099087, 0.00099009, 0.0009893 , 0.00098851, 0.00098772,       0.00098692, 0.00098609, 0.00098791, 0.05134819, 0.22040738,       0.28676513, 0.31240291, 0.32274959, 0.32699805, 0.32875345,       0.32948041, 0.32978174, 0.32990672, 0.32995859"
120,674.pickle,"3.4, 0.27, 19, 0.00099196, 0.00099126, 0.00099055, 0.00098984, 0.00098913,       0.0009884 , 0.00098766, 0.00098893, 0.0576474 , 0.22521044,       0.28896221, 0.31341072, 0.32321197, 0.32720912, 0.32884923,       0.32952369, 0.32980129, 0.32991561, 0.32996272"
121,468.pickle,"2.97, 0.23, 15, 0.0009899 , 0.00098905, 0.00098817, 0.00098731, 0.00098644,       0.00098557, 0.00098468, 0.00098377, 0.00098316, 0.0062649 ,       0.17105385, 0.26731769, 0.30438516, 0.31935558, 0.32554696,       0.32813054, 0.32921222, 0.32966573, 0.32985602"
122,19.pickle,"1.3, 0.13, 11, 0.00098259, 0.00098141, 0.00098015, 0.00097895, 0.00111089,       0.04121114, 0.20133613, 0.27658345, 0.30731541, 0.3202593 ,       0.32579833, 0.32818345, 0.32921302, 0.32965796, 0.32985039,       0.32993366, 0.32996972, 0.32998535, 0.32999214"
123,862.pickle,"2.61, 0.19, 6, 0.00098032, 0.00097833, 0.00097657, 0.00097494, 0.00097338,       0.00097185, 0.00097034, 0.00096881, 0.00096727, 0.0009657 ,       0.0009641 , 0.00096247, 0.0009608 , 0.00095909, 0.00095735,       0.00095557, 0.00095375, 0.0009519 , 0.00095001"
124,244.pickle,"3.32, 0.16, 20, 0.00099218, 0.00099151, 0.00099082, 0.00099013, 0.00098944,       0.00098873, 0.00098805, 0.01700621, 0.20179516, 0.28057272,       0.31018912, 0.32193833, 0.32670067, 0.32864588, 0.32944258,       0.32976922, 0.3299032 , 0.32995818, 0.32998076"
125,646.pickle,"2.93, 0.21, 14, 0.00098933, 0.00098843, 0.00098751, 0.0009866 , 0.00098569,       0.00098478, 0.00098385, 0.0009829 , 0.00098192, 0.00099115,       0.03486869, 0.20542286, 0.27998039, 0.30931146, 0.3213326 ,       0.32634913, 0.32845684, 0.32934471, 0.32971918"
126,30.pickle,"2.92, 0.3, 7, 0.00098351, 0.00098187, 0.00098036, 0.00097894, 0.00097757,       0.00097623, 0.0009749 , 0.00097355, 0.00097219, 0.0009708 ,       0.00096938, 0.00096792, 0.00096644, 0.00096492, 0.00096337,       0.00096179, 0.00096016, 0.00095851, 0.00095681"
127,602.pickle,"2.53, 0.2, 11, 0.00098649, 0.00098536, 0.00098422, 0.0009831 , 0.000982  ,       0.00098089, 0.00097977, 0.00097862, 0.00097745, 0.00097625,       0.00097601, 0.00382529, 0.13679767, 0.25094984, 0.29692313,       0.31591661, 0.32395811, 0.3273974 , 0.32887435"
128,826.pickle,"2.7, 0.11, 13, 0.00098835, 0.00098738, 0.00098638, 0.00098541, 0.00098444,       0.00098346, 0.00098246, 0.00098144, 0.0009804 , 0.00099644,       0.03768413, 0.20579349, 0.27974647, 0.30908754, 0.32118885,       0.32626776, 0.32841362, 0.32932263, 0.32970818"
129,818.pickle,"3.19, 0.19, 19, 0.00099176, 0.00099106, 0.00099033, 0.00098962, 0.00098889,       0.00098815, 0.0009874 , 0.00443643, 0.17787158, 0.27162413,       0.30662278, 0.32047101, 0.32608989, 0.32839057, 0.32933564,       0.32972431, 0.32988425, 0.3299501 , 0.32997722"
130,6.pickle,"3.1, 0.28, 17, 0.00099097, 0.0009902 , 0.00098941, 0.00098863, 0.00098784,       0.00098705, 0.00098623, 0.00098546, 0.00777913, 0.1836885 ,       0.27307707, 0.30698004, 0.32053677, 0.32608508, 0.32837519,       0.32932336, 0.32971639, 0.32987944, 0.3299471 "
131,235.pickle,"1.66, 0.17, 18, 0.00098954, 0.00098875, 0.00098806, 0.01323806, 0.19422763,       0.2773662 , 0.30880903, 0.32133833, 0.3264407 , 0.32853453,       0.3293959 , 0.3297505 , 0.3298965 , 0.3299566 , 0.32998136,       0.32999155, 0.32999575, 0.32999749, 0.32999822"
132,434.pickle,"3.06, 0.22, 17, 0.00099092, 0.00099015, 0.00098936, 0.00098858, 0.00098779,       0.00098699, 0.00098617, 0.00098567, 0.02120448, 0.20138332,       0.27964515, 0.30957317, 0.32159353, 0.32652089, 0.32855573,       0.32939831, 0.32974758, 0.32989245, 0.32995258"
133,426.pickle,"3.37, 0.17, 19, 0.00099193, 0.00099123, 0.00099052, 0.00098981, 0.00098909,       0.00098837, 0.00098762, 0.00099335, 0.07706384, 0.2337333 ,       0.29215146, 0.3146763 , 0.3237265 , 0.32742016, 0.32893609,       0.32955951, 0.32981609, 0.32992175, 0.32996529"
134,251.pickle,"2.38, 0.29, 6, 0.00097871, 0.00097668, 0.00097489, 0.0009732 , 0.00097157,       0.00096996, 0.00096836, 0.00096675, 0.00096511, 0.00096345,       0.00096176, 0.00096003, 0.00095827, 0.00095647, 0.00095463,       0.00095275, 0.00095084, 0.00094888, 0.00094689"
135,840.pickle,"2.66, 0.19, 7, 0.00098234, 0.00098066, 0.0009791 , 0.00097762, 0.00097619,       0.00097479, 0.00097339, 0.00097197, 0.00097054, 0.00096907,       0.00096758, 0.00096605, 0.00096449, 0.0009629 , 0.00096126,       0.0009596 , 0.00095789, 0.00095616, 0.00095447"
136,22.pickle,"3.07, 0.16, 16, 0.00099054, 0.00098972, 0.0009889 , 0.00098808, 0.00098726,       0.00098643, 0.00098559, 0.00098472, 0.0009984 , 0.06965937,       0.22795905, 0.28936163, 0.31335182, 0.32310328, 0.32712962,       0.32880159, 0.32949736, 0.32978717, 0.32990799"
137,608.pickle,"3.41, 0.2, 6, 0.00098455, 0.00098271, 0.00098113, 0.0009797 , 0.00097835,       0.00097706, 0.00097579, 0.00097452, 0.00097323, 0.00097193,       0.00097061, 0.00096926, 0.00096787, 0.00096646, 0.00096501,       0.00096353, 0.00096201, 0.00096046, 0.00095887"
138,628.pickle,"2.72, 0.13, 11, 0.00098696, 0.00098584, 0.00098472, 0.00098363, 0.00098255,       0.00098146, 0.00098037, 0.00097925, 0.00097811, 0.00097694,       0.00097574, 0.00097564, 0.00362004, 0.13278227, 0.2491516 ,       0.29615627, 0.31558034, 0.32380845, 0.32733011"
139,418.pickle,"2.68, 0.21, 7, 0.00098243, 0.00098076, 0.0009792 , 0.00097772, 0.0009763 ,       0.0009749 , 0.00097351, 0.0009721 , 0.00097067, 0.00096921,       0.00096772, 0.0009662 , 0.00096464, 0.00096306, 0.00096143,       0.00095977, 0.00095807, 0.00095634, 0.00095461"
140,604.pickle,"3.28, 0.2, 19, 0.00099185, 0.00099114, 0.00099043, 0.00098971, 0.00098899,       0.00098826, 0.00098751, 0.00119153, 0.13266289, 0.25516699,       0.30027446, 0.31791849, 0.32504733, 0.32796229, 0.32915927,       0.32965155, 0.32985415, 0.32993757, 0.32997194"
141,236.pickle,"3.21, 0.2, 6, 0.00098363, 0.00098175, 0.00098013, 0.00097865, 0.00097725,       0.00097591, 0.00097458, 0.00097325, 0.00097191, 0.00097054,       0.00096916, 0.00096774, 0.00096629, 0.00096481, 0.0009633 ,       0.00096175, 0.00096016, 0.00095853, 0.00095687"
142,471.pickle,"2.29, 0.1, 16, 0.00098937, 0.00098853, 0.00098766, 0.00098679, 0.00098591,       0.00098606, 0.02035656, 0.1976784 , 0.27781888, 0.30870939,       0.32118884, 0.32633366, 0.32847043, 0.32936024, 0.32973117,       0.32988587, 0.32995043, 0.32997739, 0.32998866"
143,82.pickle,"2.08, 0.17, 10, 0.00098406, 0.00098281, 0.00098154, 0.00098028, 0.00097904,       0.00097779, 0.00097652, 0.00097523, 0.00097392, 0.00098851,       0.01170187, 0.16594887, 0.26174536, 0.30097419, 0.31748245,       0.3245678 , 0.32763409, 0.32896572, 0.32954507"
144,256.pickle,"3.24, 0.18, 6, 0.00098378, 0.0009819 , 0.00098028, 0.00097881, 0.00097742,       0.00097608, 0.00097476, 0.00097344, 0.00097211, 0.00097076,       0.00096938, 0.00096798, 0.00096654, 0.00096507, 0.00096356,       0.00096202, 0.00096044, 0.00095883, 0.00095718"
145,423.pickle,"1.96, 0.17, 6, 0.00097562, 0.0009735 , 0.00097162, 0.00096983, 0.00096806,       0.00096631, 0.00096455, 0.00096277, 0.00096098, 0.00095913,       0.00095728, 0.00095536, 0.00095343, 0.00095143, 0.00094947,       0.00095074, 0.00119499, 0.0090953 , 0.10809292"
146,226.pickle,"2.95, 0.26, 12, 0.0009882 , 0.00098718, 0.00098614, 0.00098513, 0.00098414,       0.00098313, 0.00098212, 0.00098108, 0.00098003, 0.00097894,       0.00097783, 0.00097939, 0.00721274, 0.16159771, 0.26170507,       0.3015201 , 0.3179323 , 0.32485122, 0.32779424"
147,23.pickle,"1.46, 0.21, 8, 0.00097757, 0.00097599, 0.00097441, 0.00097282, 0.00097123,       0.00096963, 0.00096803, 0.00097218, 0.00199325, 0.04566197,       0.19268464, 0.26989694, 0.303344  , 0.3180639 , 0.32462865,       0.32757499, 0.3289017 , 0.3295004 , 0.32977105"
148,61.pickle,"2.73, 0.17, 20, 0.00099161, 0.00099092, 0.00099021, 0.0009895 , 0.00098877,       0.0012799 , 0.14230017, 0.25912282, 0.30191485, 0.31862238,       0.32535339, 0.32809625, 0.32921839, 0.32967811, 0.32986654,       0.3299438 , 0.32997549, 0.3299885 , 0.32999385"
149,83.pickle,"1.07, 0.19, 15, 0.00098657, 0.00098752, 0.02322026, 0.19930399, 0.27843817,       0.3089856 , 0.32132069, 0.32639888, 0.32850362, 0.32937775,       0.32974095, 0.32989185, 0.32995453, 0.32998056, 0.32999137,       0.32999587, 0.32999774, 0.32999852, 0.32999885"
150,820.pickle,"2.74, 0.11, 9, 0.00098518, 0.00098387, 0.00098257, 0.00098132, 0.0009801 ,       0.00097889, 0.00097767, 0.00097643, 0.00097517, 0.00097388,       0.00097256, 0.00097121, 0.00096983, 0.00096841, 0.00096715,       0.00115147, 0.0347584 , 0.19233888, 0.27172438"
151,12.pickle,"3.29, 0.21, 15, 0.00099041, 0.00098957, 0.00098871, 0.00098787, 0.00098704,       0.00098619, 0.00098533, 0.00098445, 0.00098355, 0.00098264,       0.00202915, 0.13869347, 0.25513204, 0.29961452, 0.31741544,       0.32474568, 0.32779739, 0.329073  , 0.32960708"
152,257.pickle,"1.25, 0.19, 17, 0.00098832, 0.00098787, 0.01283148, 0.19081538, 0.27585639,       0.30815104, 0.32105   , 0.32631488, 0.32848008, 0.32937261,       0.32974075, 0.32989257, 0.32995517, 0.32998098, 0.32999162,       0.32999601, 0.32999782, 0.32999857, 0.32999889"
153,870.pickle,"3.25, 0.13, 7, 0.00098504, 0.00098345, 0.00098198, 0.00098063, 0.00097934,       0.00097808, 0.00097683, 0.00097557, 0.0009743 , 0.000973  ,       0.00097168, 0.00097033, 0.00096894, 0.00096752, 0.00096607,       0.00096459, 0.00096308, 0.00096152, 0.00095994"
154,20.pickle,"3.25, 0.16, 8, 0.00098603, 0.00098462, 0.00098328, 0.00098202, 0.00098081,       0.00097963, 0.00097844, 0.00097725, 0.00097603, 0.00097479,       0.00097352, 0.00097223, 0.0009709 , 0.00096954, 0.00096815,       0.00096672, 0.00096526, 0.00096378, 0.00096225"
155,217.pickle,"3.18, 0.21, 17, 0.00099106, 0.00099029, 0.00098951, 0.00098873, 0.00098795,       0.00098716, 0.00098635, 0.00098553, 0.00159759, 0.14061594,       0.25711055, 0.30074297, 0.31800562, 0.32504273, 0.3279436 ,       0.32914422, 0.32964191, 0.32984835, 0.32993405"
156,663.pickle,"1.62, 0.2, 12, 0.00098494, 0.00098385, 0.00098271, 0.00098156, 0.00098042,       0.00109541, 0.06128838, 0.21748025, 0.28381531, 0.31058105,       0.32174917, 0.32647927, 0.32849408, 0.3293542 , 0.32972178,       0.32987897, 0.32994623, 0.32997504, 0.3299874 "
157,843.pickle,"2.78, 0.25, 9, 0.00098532, 0.000984  , 0.00098271, 0.00098146, 0.00098025,       0.00097905, 0.00097783, 0.0009766 , 0.00097535, 0.00097407,       0.00097276, 0.00097141, 0.00097004, 0.00096864, 0.00096723,       0.00099727, 0.01082677, 0.15692227, 0.25686156"
158,227.pickle,"1.33, 0.27, 12, 0.00098401, 0.00098291, 0.00098174, 0.00098161, 0.00323158,       0.12740384, 0.24735225, 0.29561936, 0.31543778, 0.32378683,       0.32734107, 0.32886003, 0.32951018, 0.32978865, 0.32990799,       0.32995916, 0.32998111, 0.32999053, 0.32999459"
159,618.pickle,"3.14, 0.12, 15, 0.0009902 , 0.00098935, 0.00098848, 0.00098763, 0.00098679,       0.00098593, 0.00098506, 0.00098416, 0.00098325, 0.00099338,       0.05368974, 0.21894234, 0.28562882, 0.31174863, 0.32240284,       0.32682172, 0.32866576, 0.32943711, 0.32976009"
160,67.pickle,"2.57, 0.2, 19, 0.00099111, 0.00099038, 0.00098964, 0.00098888, 0.00098812,       0.00142206, 0.14511683, 0.25977166, 0.30205806, 0.31864197,       0.32534667, 0.32808755, 0.32921237, 0.32967459, 0.32986464,       0.32994281, 0.32997496, 0.32998821, 0.32999367"
161,90.pickle,"1.97, 0.13, 15, 0.00098819, 0.0009873 , 0.00098637, 0.00098543, 0.00098454,       0.00204066, 0.1312379 , 0.25179472, 0.29820485, 0.31680692,       0.32448242, 0.32768497, 0.32902661, 0.32958948, 0.32982581,       0.32992507, 0.32996678, 0.32998432, 0.32999172"
162,269.pickle,"2.08, 0.23, 7, 0.00097919, 0.00097745, 0.00097578, 0.00097418, 0.0009726 ,       0.00097104, 0.00096948, 0.00096789, 0.00096627, 0.00096463,       0.00096295, 0.00096123, 0.00095948, 0.00095776, 0.00097254,       0.00375023, 0.08506718, 0.21864792, 0.28091553"
